level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
4,8,4,1,2,0,82,477,558,23,-1,
5,8,4,1,2,1,82,477,8,23,91.940346,{
5,8,4,1,2,2,106,478,45,17,96.925156,NOT
5,8,4,1,2,3,164,479,56,16,94.326775,NULL
5,8,4,1,2,4,240,478,2,21,94.326775,|
5,8,4,1,2,5,263,479,55,16,96.840919,NULL
5,8,4,1,2,6,339,478,1,21,96.840919,|
5,8,4,1,2,7,361,478,70,16,96.298576,CHECK
5,8,4,1,2,8,450,477,161,23,93.296486,(expression)
5,8,4,1,2,9,632,477,8,23,90.909477,}
2,8,5,0,0,0,79,584,732,65,-1,
3,8,5,1,0,0,79,584,732,65,-1,
4,8,5,1,1,0,80,584,424,27,-1,
5,8,5,1,1,1,80,584,81,21,93.186050,Credit:
5,8,5,1,1,2,180,584,125,27,72.037811,Postgresql
5,8,5,1,1,3,318,584,186,21,96.621452,documentation
4,8,5,1,2,0,79,626,732,23,-1,
5,8,5,1,2,1,79,628,73,21,25.079239,https:
5,8,5,1,2,2,159,626,652,23,25.079239,//www.postgresql.org/docs/9.6/ddl-constraints.html
2,8,6,0,0,0,892,0,116,110,-1,
3,8,6,1,0,0,892,0,116,110,-1,
4,8,6,1,1,0,892,0,116,110,-1,
5,8,6,1,1,1,892,0,116,110,95.000000, 
2,8,7,0,0,0,974,735,15,11,-1,
3,8,7,1,0,0,974,735,15,11,-1,
4,8,7,1,1,0,974,735,15,11,-1,
5,8,7,1,1,1,974,735,15,11,93.525482,24
1,9,0,0,0,0,0,0,1008,756,-1,
2,9,1,0,0,0,892,0,116,110,-1,
3,9,1,1,0,0,892,0,116,110,-1,
4,9,1,1,1,0,892,0,116,110,-1,
5,9,1,1,1,1,892,0,116,110,95.000000, 
2,9,2,0,0,0,79,231,431,20,-1,
3,9,2,1,0,0,79,231,431,20,-1,
4,9,2,1,1,0,79,231,431,20,-1,
5,9,2,1,1,1,79,231,57,17,96.765381,DROP
5,9,2,1,1,2,149,231,85,17,96.299706,DOMAIN
5,9,2,1,1,3,253,232,20,15,85.048569,IF
5,9,2,1,1,4,293,231,80,17,92.939133,EXISTS
5,9,2,1,1,5,392,232,118,19,91.894287,cooktemp;
2,9,3,0,0,0,79,284,558,48,-1,
3,9,3,1,0,0,79,284,558,48,-1,
4,9,3,1,1,0,79,284,408,20,-1,
5,9,3,1,1,1,79,284,84,16,96.648521,CREATE
5,9,3,1,1,2,177,284,85,17,93.210052,DOMAIN
5,9,3,1,1,3,279,285,107,19,91.992142,cooktemp
5,9,3,1,1,4,404,284,27,17,96.720085,AS
5,9,3,1,1,5,448,285,39,15,95.689728,INT
4,9,3,1,2,0,107,309,530,23,-1,
5,9,3,1,2,1,107,310,70,16,93.196121,CHECK
5,9,3,1,2,2,196,309,5,23,92.836006,(
5,9,3,1,2,3,219,311,71,16,95.630768,VALUE
5,9,3,1,2,4,302,314,31,13,95.630768,>=
5,9,3,1,2,5,350,311,36,16,96.541405,100
5,9,3,1,2,6,402,311,45,15,96.454399,AND
5,9,3,1,2,7,459,311,71,16,93.284126,VALUE
5,9,3,1,2,8,547,309,90,23,91.538521,<=250);
2,9,4,0,0,0,79,361,489,101,-1,
3,9,4,1,0,0,79,361,489,101,-1,
4,9,4,1,1,0,79,361,306,23,-1,
5,9,4,1,1,1,79,362,84,16,96.658646,CREATE
5,9,4,1,1,2,177,363,71,15,96.497231,TABLE
5,9,4,1,1,3,268,363,88,19,92.867760,receipe
5,9,4,1,1,4,379,361,6,23,92.649536,(
4,9,4,1,2,0,109,388,401,23,-1,
5,9,4,1,2,1,109,395,53,10,92.931320,name
5,9,4,1,2,2,176,388,152,23,92.563324,VARCHAR(30)
5,9,4,1,2,3,347,390,99,15,96.209320,PRIMARY
5,9,4,1,2,4,461,390,49,18,96.280396,KEY,
4,9,4,1,3,0,109,416,179,19,-1,
5,9,4,1,3,1,109,418,52,17,91.070557,temp
5,9,4,1,3,2,180,416,108,19,90.873856,cooktemp
4,9,4,1,4,0,106,442,462,20,-1,
5,9,4,1,4,1,106,451,29,1,88.820412,—
5,9,4,1,4,2,152,442,36,15,91.802437,and
5,9,4,1,4,3,210,442,118,20,96.795113,obviously
5,9,4,1,4,4,351,442,63,15,96.609009,other
5,9,4,1,4,5,437,442,131,15,96.016655,attributes
2,9,5,0,0,0,83,467,18,23,-1,
3,9,5,1,0,0,83,467,18,23,-1,
4,9,5,1,1,0,83,467,18,23,-1,
5,9,5,1,1,1,83,467,18,23,29.858208,);
2,9,6,0,0,0,81,519,655,49,-1,
3,9,6,1,0,0,81,519,655,49,-1,
4,9,6,1,1,0,81,519,627,23,-1,
5,9,6,1,1,1,81,520,81,17,96.142853,INSERT
5,9,6,1,1,2,179,520,54,17,95.444481,INTO
5,9,6,1,1,3,254,521,88,19,96.511414,receipe
5,9,6,1,1,4,361,520,84,17,94.844833,VALUES
5,9,6,1,1,5,464,519,64,23,59.120705,(‘Jam
5,9,6,1,1,6,548,521,76,15,74.214180,Tarts’
5,9,6,1,1,7,637,519,71,23,82.223068,,180);
4,9,6,1,2,0,81,545,655,23,-1,
5,9,6,1,2,1,81,546,81,17,95.958427,INSERT
5,9,6,1,2,2,179,546,54,17,95.852921,INTO
5,9,6,1,2,3,254,547,88,19,96.403076,receipe
5,9,6,1,2,4,361,546,84,17,93.296860,VALUES
5,9,6,1,2,5,464,545,92,23,85.417992,('Mince
5,9,6,1,2,6,578,547,60,15,75.318283,Pies’
5,9,6,1,2,7,651,545,85,23,75.318283,,1800);
1,10,0,0,0,0,0,0,1008,756,-1,
2,10,1,0,0,0,892,0,116,110,-1,
3,10,1,1,0,0,892,0,116,110,-1,
4,10,1,1,1,0,892,0,116,110,-1,
5,10,1,1,1,1,892,0,116,110,95.000000, 
2,10,2,0,0,0,111,235,210,21,-1,
3,10,2,1,0,0,111,235,210,21,-1,
4,10,2,1,1,0,111,235,210,21,-1,
5,10,2,1,1,1,111,243,13,13,61.788536,e@
5,10,2,1,1,2,142,235,179,21,95.616798,“enumeration”
2,10,3,0,0,0,79,304,389,48,-1,
3,10,3,1,0,0,79,304,389,48,-1,
4,10,3,1,1,0,79,304,292,16,-1,
5,10,3,1,1,1,79,304,84,16,96.329018,CREATE
5,10,3,1,1,2,177,305,71,15,96.390732,TABLE
5,10,3,1,1,3,266,305,105,15,96.509521,students
4,10,3,1,2,0,112,329,356,23,-1,
5,10,3,1,2,1,112,331,18,15,92.571808,id
5,10,3,1,2,2,148,329,137,23,92.464417,VARCHAR(9)
5,10,3,1,2,3,305,331,99,15,96.685875,PRIMARY
5,10,3,1,2,4,418,331,50,18,96.495361,KEY,
2,10,4,0,0,0,109,356,318,43,-1,
3,10,4,1,0,0,109,356,318,43,-1,
4,10,4,1,1,0,109,356,233,23,-1,
5,10,4,1,1,1,109,363,53,10,93.194191,name
5,10,4,1,1,2,176,356,152,23,88.503387,VARCHAR(30)
5,10,4,1,1,3,340,371,2,5,88.503387,,
4,10,4,1,2,0,296,384,131,15,-1,
5,10,4,1,2,1,296,384,131,15,96.583443,attributes
2,10,5,0,0,0,83,384,641,74,-1,
3,10,5,1,0,0,83,384,641,74,-1,
4,10,5,1,1,0,106,384,167,15,-1,
5,10,5,1,1,1,106,393,29,1,91.776581,—
5,10,5,1,1,2,152,384,36,15,94.613869,and
5,10,5,1,1,3,210,384,63,15,96.516777,other
4,10,5,1,2,0,112,408,612,23,-1,
5,10,5,1,2,1,112,410,60,15,91.529373,level
5,10,5,1,2,2,190,408,138,23,91.529373,VARCHAR(3)
5,10,5,1,2,3,347,409,70,16,96.626015,CHECK
5,10,5,1,2,4,434,410,23,15,92.635246,IN
5,10,5,1,2,5,478,408,246,23,41.799889,('UG’,'PGT’,'PGR')
4,10,5,1,3,0,83,435,18,23,-1,
5,10,5,1,3,1,83,435,18,23,29.858208,);
2,10,6,0,0,0,111,509,394,67,-1,
3,10,6,1,0,0,111,509,394,67,-1,
4,10,6,1,1,0,111,509,394,27,-1,
5,10,6,1,1,1,111,517,13,13,65.552277,@
5,10,6,1,1,2,142,509,17,21,94.342934,Is
5,10,6,1,1,3,170,509,39,21,96.757042,the
5,10,6,1,1,4,222,509,34,21,96.976334,list
5,10,6,1,1,5,267,509,56,21,96.515289,fixed
5,10,6,1,1,6,338,509,167,27,96.690712,permanently?
4,10,6,1,2,0,111,555,337,21,-1,
5,10,6,1,2,1,111,563,13,13,83.353111,e@
5,10,6,1,2,2,140,555,78,21,96.644592,Would
5,10,6,1,2,3,232,562,27,14,93.168167,an
5,10,6,1,2,4,274,555,34,21,93.183525,FK
5,10,6,1,2,5,322,555,27,21,96.632278,be
5,10,6,1,2,6,362,555,86,21,96.364845,better?
2,10,7,0,0,0,942,735,47,11,-1,
3,10,7,1,0,0,942,735,47,11,-1,
4,10,7,1,1,0,942,735,47,11,-1,
5,10,7,1,1,1,942,735,47,11,89.231308,11/24
1,11,0,0,0,0,0,0,1008,756,-1,
2,11,1,0,0,0,892,0,116,110,-1,
3,11,1,1,0,0,892,0,116,110,-1,
4,11,1,1,1,0,892,0,116,110,-1,
5,11,1,1,1,1,892,0,116,110,95.000000, 
2,11,2,0,0,0,69,295,298,35,-1,
3,11,2,1,0,0,69,295,298,35,-1,
4,11,2,1,1,0,69,295,298,35,-1,
5,11,2,1,1,1,69,295,34,35,92.110458,@
5,11,2,1,1,2,118,300,94,22,96.832764,Domain
5,11,2,1,1,3,226,299,141,23,96.684998,Constraints
2,11,3,0,0,0,69,424,297,70,-1,
3,11,3,1,0,0,69,424,297,70,-1,
4,11,3,1,1,0,69,424,297,35,-1,
5,11,3,1,1,1,69,424,34,35,85.933548,@
5,11,3,1,1,2,118,428,131,23,91.201126,Referential
5,11,3,1,1,3,263,429,103,28,96.848412,Integrity
4,11,3,1,2,0,119,466,192,28,-1,
5,11,3,1,2,1,119,473,14,14,78.541656,e
5,11,3,1,2,2,147,466,83,28,96.502945,Simple
5,11,3,1,2,3,242,466,69,23,96.636917,Cases
2,11,4,0,0,0,941,734,49,16,-1,
3,11,4,1,0,0,941,734,49,16,-1,
4,11,4,1,1,0,941,734,49,16,-1,
5,11,4,1,1,1,941,734,49,16,91.167976,12/24
1,12,0,0,0,0,0,0,1008,756,-1,
2,12,1,0,0,0,892,0,116,110,-1,
3,12,1,1,0,0,892,0,116,110,-1,
4,12,1,1,1,0,892,0,116,110,-1,
5,12,1,1,1,1,892,0,116,110,95.000000, 
2,12,2,0,0,0,69,295,298,35,-1,
3,12,2,1,0,0,69,295,298,35,-1,
4,12,2,1,1,0,69,295,298,35,-1,
5,12,2,1,1,1,69,295,34,35,92.110458,@
5,12,2,1,1,2,118,300,94,22,96.832764,Domain
5,12,2,1,1,3,226,299,141,23,96.684998,Constraints
2,12,3,0,0,0,69,424,297,70,-1,
3,12,3,1,0,0,69,424,297,70,-1,
4,12,3,1,1,0,69,424,297,35,-1,
5,12,3,1,1,1,69,424,34,35,85.933548,@
5,12,3,1,1,2,118,428,131,23,91.201126,Referential
5,12,3,1,1,3,263,429,103,28,96.848412,Integrity
4,12,3,1,2,0,119,466,192,28,-1,
5,12,3,1,2,1,119,473,14,14,85.707611,e
5,12,3,1,2,2,147,466,83,28,96.586426,Simple
5,12,3,1,2,3,242,466,69,23,96.814117,Cases
2,12,4,0,0,0,941,734,49,16,-1,
3,12,4,1,0,0,941,734,49,16,-1,
4,12,4,1,1,0,941,734,49,16,-1,
5,12,4,1,1,1,941,734,49,16,62.171715,13/24
1,13,0,0,0,0,0,0,1008,756,-1,
2,13,1,0,0,0,892,0,116,110,-1,
3,13,1,1,0,0,892,0,116,110,-1,
4,13,1,1,1,0,892,0,116,110,-1,
5,13,1,1,1,1,892,0,116,110,95.000000, 
2,13,2,0,0,0,89,260,239,2,-1,
3,13,2,1,0,0,89,260,239,2,-1,
4,13,2,1,1,0,89,260,239,2,-1,
5,13,2,1,1,1,89,260,239,2,95.000000, 
2,13,3,0,0,0,675,260,238,2,-1,
3,13,3,1,0,0,675,260,238,2,-1,
4,13,3,1,1,0,675,260,238,2,-1,
5,13,3,1,1,1,675,260,238,2,95.000000, 
2,13,4,0,0,0,326,289,329,3,-1,
3,13,4,1,0,0,326,289,329,3,-1,
4,13,4,1,1,0,326,289,329,3,-1,
5,13,4,1,1,1,326,289,329,3,95.000000, 
2,13,5,0,0,0,162,276,716,35,-1,
3,13,5,1,0,0,162,276,716,35,-1,
4,13,5,1,1,0,162,276,716,35,-1,
5,13,5,1,1,1,162,276,104,35,96.257233,Module
5,13,5,1,1,2,346,282,8,3,70.546761,=
5,13,5,1,1,3,476,286,47,14,96.416595,runs
5,13,5,1,1,4,656,281,2,2,88.677620,—
5,13,5,1,1,5,711,280,167,27,94.184319,Department
2,13,6,0,0,0,89,260,2,60,-1,
3,13,6,1,0,0,89,260,2,60,-1,
4,13,6,1,1,0,89,260,2,60,-1,
5,13,6,1,1,1,89,260,2,60,95.000000, 
2,13,7,0,0,0,326,260,2,60,-1,
3,13,7,1,0,0,326,260,2,60,-1,
4,13,7,1,1,0,326,260,2,60,-1,
5,13,7,1,1,1,326,260,2,60,95.000000, 
2,13,8,0,0,0,675,260,2,60,-1,
3,13,8,1,0,0,675,260,2,60,-1,
4,13,8,1,1,0,675,260,2,60,-1,
5,13,8,1,1,1,675,260,2,60,95.000000, 
2,13,9,0,0,0,911,260,2,60,-1,
3,13,9,1,0,0,911,260,2,60,-1,
4,13,9,1,1,0,911,260,2,60,-1,
5,13,9,1,1,1,911,260,2,60,95.000000, 
2,13,10,0,0,0,89,318,239,2,-1,
3,13,10,1,0,0,89,318,239,2,-1,
4,13,10,1,1,0,89,318,239,2,-1,
5,13,10,1,1,1,89,318,239,2,95.000000, 
2,13,11,0,0,0,675,318,238,2,-1,
3,13,11,1,0,0,675,318,238,2,-1,
4,13,11,1,1,0,675,318,238,2,-1,
5,13,11,1,1,1,675,318,238,2,95.000000, 
2,13,12,0,0,0,90,429,827,104,-1,
3,13,12,1,0,0,90,429,827,104,-1,
4,13,12,1,1,0,90,429,827,27,-1,
5,13,12,1,1,1,90,429,114,27,96.239235,Integrity
5,13,12,1,1,2,218,429,78,21,90.116226,Rules:
5,13,12,1,1,3,328,429,18,21,90.116226,A
5,13,12,1,1,4,359,429,89,21,96.410553,module
5,13,12,1,1,5,462,433,58,17,96.834511,must
5,13,12,1,1,6,534,429,27,21,96.364838,be
5,13,12,1,1,7,574,436,37,14,95.092087,run
5,13,12,1,1,8,626,429,25,27,96.848618,by
5,13,12,1,1,9,664,436,11,14,95.939720,a
5,13,12,1,1,10,688,429,69,27,96.448486,single
5,13,12,1,1,11,769,429,148,27,96.341309,department;
4,13,12,1,2,0,126,465,755,31,-1,
5,13,12,1,2,1,126,467,105,25,96.862091,however,
5,13,12,1,2,2,245,474,11,14,96.994431,a
5,13,12,1,2,3,269,467,142,27,96.069534,department
5,13,12,1,2,4,423,474,41,14,96.069534,can
5,13,12,1,2,5,478,467,55,21,96.678398,have
5,13,12,1,2,6,545,474,50,14,96.696991,zero
5,13,12,1,2,7,606,471,25,17,96.890335,to
5,13,12,1,2,8,645,474,65,20,96.858368,many
5,13,12,1,2,9,723,467,101,21,89.722649,modules
5,13,12,1,2,10,837,465,44,31,77.844696,(i.e.
4,13,12,1,3,0,202,502,602,31,-1,
5,13,12,1,3,1,202,505,82,20,96.920937,service
5,13,12,1,3,2,296,504,153,27,96.656822,departments
5,13,12,1,3,3,461,511,30,14,96.878464,vs.
5,13,12,1,3,4,506,504,114,21,96.091049,academic
5,13,12,1,3,5,632,502,172,31,96.104225,departments).
2,13,13,0,0,0,80,556,846,27,-1,
3,13,13,1,0,0,80,556,846,27,-1,
4,13,13,1,1,0,80,556,846,27,-1,
5,13,13,1,1,1,80,556,48,21,95.947159,The
5,13,13,1,1,2,141,556,91,27,95.947159,“many”
5,13,13,1,1,3,246,556,41,21,96.794312,end
5,13,13,1,1,4,301,557,102,20,96.054626,contains
5,13,13,1,1,5,415,563,11,14,95.555672,a
5,13,13,1,1,6,439,556,82,27,96.522102,foreign
5,13,13,1,1,7,536,556,38,27,96.284073,key
5,13,13,1,1,8,587,556,110,21,96.356499,reference
5,13,13,1,1,9,708,560,25,17,96.576805,to
5,13,13,1,1,10,744,556,38,21,96.520287,the
5,13,13,1,1,11,796,556,67,21,96.167206,“one”
5,13,13,1,1,12,877,556,49,21,96.902397,end.
2,13,14,0,0,0,942,735,47,11,-1,
3,13,14,1,0,0,942,735,47,11,-1,
4,13,14,1,1,0,942,735,47,11,-1,
5,13,14,1,1,1,942,735,47,11,42.009247,14/24
1,14,0,0,0,0,0,0,1008,756,-1,
2,14,1,0,0,0,892,0,116,110,-1,
3,14,1,1,0,0,892,0,116,110,-1,
4,14,1,1,1,0,892,0,116,110,-1,
5,14,1,1,1,1,892,0,116,110,95.000000, 
2,14,2,0,0,0,79,203,474,50,-1,
3,14,2,1,0,0,79,203,474,50,-1,
4,14,2,1,1,0,79,203,334,23,-1,
5,14,2,1,1,1,79,204,84,16,96.691422,CREATE
5,14,2,1,1,2,177,205,71,15,96.116905,TABLE
5,14,2,1,1,3,266,203,147,23,20.677292,Department
5,14,2,1,1,4,403,199,14,31,20.677292,(
4,14,2,1,2,0,197,230,356,23,-1,
5,14,2,1,2,1,197,232,18,15,92.811012,id
5,14,2,1,2,2,233,230,137,23,92.508232,VARCHAR(5)
5,14,2,1,2,3,390,232,98,15,96.429161,PRIMARY
5,14,2,1,2,4,503,232,50,18,96.152924,KEY,
2,14,3,0,0,0,193,256,247,49,-1,
3,14,3,1,0,0,193,256,247,49,-1,
4,14,3,1,1,0,194,256,233,23,-1,
5,14,3,1,1,1,194,263,53,10,92.870071,name
5,14,3,1,1,2,261,256,152,23,68.834663,VARCHAR(50)
5,14,3,1,1,3,425,271,2,5,68.834663,,
4,14,3,1,2,0,193,282,247,23,-1,
5,14,3,1,2,1,193,282,134,23,47.336128,UNIQUE(id
5,14,3,1,2,2,325,272,10,38,47.336128,,
5,14,3,1,2,3,349,282,91,23,89.155235,name));
2,14,4,0,0,0,79,361,474,49,-1,
3,14,4,1,0,0,79,361,474,49,-1,
4,14,4,1,1,0,79,361,278,23,-1,
5,14,4,1,1,1,79,362,84,16,96.568558,CREATE
5,14,4,1,1,2,177,363,71,15,91.788139,TABLE
5,14,4,1,1,3,266,361,91,23,91.412636,Module(
4,14,4,1,2,0,197,387,356,23,-1,
5,14,4,1,2,1,197,389,18,15,92.624947,id
5,14,4,1,2,2,233,387,137,23,91.608582,VARCHAR(7)
5,14,4,1,2,3,390,389,98,15,96.521530,PRIMARY
5,14,4,1,2,4,503,389,50,18,96.362396,KEY,
2,14,5,0,0,0,195,414,472,49,-1,
3,14,5,1,0,0,195,414,472,49,-1,
4,14,5,1,1,0,195,414,363,23,-1,
5,14,5,1,1,1,195,416,77,19,32.559090,deptlID
5,14,5,1,1,2,289,414,138,23,92.398804,VARCHAR(5)
5,14,5,1,1,3,445,415,44,17,95.729179,NOT
5,14,5,1,1,4,503,416,55,16,95.729179,NULL
4,14,5,1,2,0,306,440,361,23,-1,
5,14,5,1,2,1,306,441,139,17,93.159653,REFERENCES
5,14,5,1,2,2,464,440,203,23,87.342644,Department(id),
2,14,6,0,0,0,193,466,374,49,-1,
3,14,6,1,0,0,193,466,374,49,-1,
4,14,6,1,1,0,197,466,244,23,-1,
5,14,6,1,1,1,197,468,59,15,92.874756,title
5,14,6,1,1,2,275,466,166,23,86.460548,VARCHAR(50)
5,14,6,1,1,3,433,456,11,38,86.460548,,
4,14,6,1,2,0,193,492,374,23,-1,
5,14,6,1,2,1,193,492,134,23,73.392128,UNIQUE(id,
5,14,6,1,2,2,350,494,90,19,89.987305,deptID,
5,14,6,1,2,3,465,492,102,23,92.104324,title));
2,14,7,0,0,0,658,606,269,31,-1,
3,14,7,1,0,0,658,606,269,31,-1,
4,14,7,1,1,0,658,606,269,31,-1,
5,14,7,1,1,1,658,606,269,31,56.171951,(70_DeptModule.sq!)
2,14,8,0,0,0,942,735,47,11,-1,
3,14,8,1,0,0,942,735,47,11,-1,
4,14,8,1,1,0,942,735,47,11,-1,
5,14,8,1,1,1,942,735,15,11,82.357956,15
5,14,8,1,1,2,963,727,8,28,43.166241,/
5,14,8,1,1,3,974,735,15,11,43.166241,24
1,15,0,0,0,0,0,0,1008,756,-1,
2,15,1,0,0,0,89,206,239,4,-1,
3,15,1,1,0,0,89,206,239,4,-1,
4,15,1,1,1,0,89,206,239,4,-1,
5,15,1,1,1,1,89,206,239,4,95.000000, 
2,15,2,0,0,0,89,207,2,61,-1,
3,15,2,1,0,0,89,207,2,61,-1,
4,15,2,1,1,0,89,207,2,61,-1,
5,15,2,1,1,1,89,207,2,61,95.000000, 
2,15,3,0,0,0,162,227,104,22,-1,
3,15,3,1,0,0,162,227,104,22,-1,
4,15,3,1,1,0,162,227,104,22,-1,
5,15,3,1,1,1,162,227,104,22,96.500465,Module
2,15,4,0,0,0,675,205,238,6,-1,
3,15,4,1,0,0,675,205,238,6,-1,
4,15,4,1,1,0,675,205,238,6,-1,
5,15,4,1,1,1,675,205,238,6,95.000000, 
2,15,5,0,0,0,326,234,351,8,-1,
3,15,5,1,0,0,326,234,351,8,-1,
4,15,5,1,1,0,326,234,351,8,-1,
5,15,5,1,1,1,326,234,351,8,95.000000, 
2,15,6,0,0,0,326,207,2,61,-1,
3,15,6,1,0,0,326,207,2,61,-1,
4,15,6,1,1,0,326,207,2,61,-1,
5,15,6,1,1,1,326,207,2,61,95.000000, 
2,15,7,0,0,0,89,265,239,4,-1,
3,15,7,1,0,0,89,265,239,4,-1,
4,15,7,1,1,0,89,265,239,4,-1,
5,15,7,1,1,1,89,265,239,4,95.000000, 
2,15,8,0,0,0,80,355,356,27,-1,
3,15,8,1,0,0,80,355,356,27,-1,
4,15,8,1,1,0,80,355,356,27,-1,
5,15,8,1,1,1,80,355,133,27,92.638756,Cardinality
5,15,8,1,1,2,226,355,210,27,96.308250,implementations:
